	tissue_id
GTEX-1LH75-2526-SM-E9U5A	Adipose_Subcutaneous
GTEX-1LSNL-0526-SM-DIPFI	Adipose_Subcutaneous
GTEX-1LSNM-2026-SM-E6CIJ	Adipose_Subcutaneous
GTEX-1LSVX-0126-SM-EVYCY	Adipose_Subcutaneous
GTEX-1LVA9-0226-SM-E9U5N	Adipose_Subcutaneous
GTEX-1LVAN-0126-SM-COH4H	Adipose_Subcutaneous
GTEX-1LVAO-0226-SM-E9U6O	Adipose_Subcutaneous
GTEX-1M5QR-2126-SM-DKPQM	Adipose_Subcutaneous
GTEX-1MA7W-1926-SM-E6CIO	Adipose_Subcutaneous
GTEX-1MA7X-2126-SM-E6CIX	Adipose_Subcutaneous
GTEX-1MCC2-2326-SM-E9U5G	Adipose_Subcutaneous
GTEX-1MCYP-1826-SM-E9J2Q	Adipose_Subcutaneous
GTEX-1MGNQ-0226-SM-EVYCK	Adipose_Subcutaneous
GTEX-1MJK2-0526-SM-DTXE6	Adipose_Subcutaneous
GTEX-1MUQO-0526-SM-E9J31	Adipose_Subcutaneous
GTEX-1N2DW-0326-SM-E9TK3	Adipose_Subcutaneous
GTEX-1N2EF-0626-SM-E9J32	Adipose_Subcutaneous
GTEX-1NHNU-1126-SM-E9J2C	Adipose_Subcutaneous
GTEX-1OFPY-2326-SM-E8VNU	Adipose_Subcutaneous
GTEX-1OJC4-1726-SM-EXUSV	Adipose_Subcutaneous
GTEX-1PBJI-0426-SM-E8VNM	Adipose_Subcutaneous
GTEX-1PDJ9-0426-SM-E9J3E	Adipose_Subcutaneous
GTEX-1PFEY-1626-SM-E9J3M	Adipose_Subcutaneous
GTEX-1PIGE-0526-SM-DTXFA	Adipose_Subcutaneous
GTEX-1PIIG-0326-SM-EVYBV	Adipose_Subcutaneous
GTEX-1POEN-0226-SM-EYYXE	Adipose_Subcutaneous
GTEX-1PPGY-0326-SM-DTXFD	Adipose_Subcutaneous
GTEX-1PPH8-0626-SM-EWRN9	Adipose_Subcutaneous
GTEX-1PWST-0326-SM-EAZ42	Adipose_Subcutaneous
GTEX-1QAET-1126-SM-E8VML	Adipose_Subcutaneous
GTEX-1QCLY-0526-SM-EAZ47	Adipose_Subcutaneous
GTEX-1QEPI-0226-SM-EWRMR	Adipose_Subcutaneous
GTEX-1QP28-0226-SM-E9J2N	Adipose_Subcutaneous
GTEX-1QP29-0726-SM-DTXFM	Adipose_Subcutaneous
GTEX-1QP2A-0226-SM-EVYBC	Adipose_Subcutaneous
GTEX-1QP66-1326-SM-DTXDQ	Adipose_Subcutaneous
GTEX-1QP67-1726-SM-E8VOP	Adipose_Subcutaneous
GTEX-1QP6S-0126-SM-E9J4K	Adipose_Subcutaneous
GTEX-1QP9N-1526-SM-DTXFK	Adipose_Subcutaneous
GTEX-1QPFJ-0126-SM-E9J4B	Adipose_Subcutaneous
GTEX-1QW4Y-1626-SM-EAZ41	Adipose_Subcutaneous
GTEX-1R46S-0526-SM-EVYBZ	Adipose_Subcutaneous
GTEX-1R7EU-0326-SM-EWRNJ	Adipose_Subcutaneous
GTEX-1R7EV-1926-SM-EVYBF	Adipose_Subcutaneous
GTEX-1R9K5-0226-SM-EWRNF	Adipose_Subcutaneous
GTEX-1R9PM-2126-SM-E8VOB	Adipose_Subcutaneous
GTEX-1RAZA-0226-SM-E9U4W	Adipose_Subcutaneous
GTEX-1RAZQ-0626-SM-E8VOR	Adipose_Subcutaneous
GTEX-1RAZR-0226-SM-EVYC6	Adipose_Subcutaneous
GTEX-1RDX4-0226-SM-DTXG1	Adipose_Subcutaneous
GTEX-1RQEC-0526-SM-E6CHV	Adipose_Subcutaneous
GTEX-1S5ZU-0226-SM-E6CHW	Adipose_Subcutaneous
GTEX-1S82P-0226-SM-E6CI6	Adipose_Subcutaneous
GTEX-1S831-0326-SM-EVYD3	Adipose_Subcutaneous
GTEX-1S83E-0226-SM-EVYCW	Adipose_Subcutaneous
GTEX-N7MS-0326-SM-4E3K2	Adipose_Subcutaneous
GTEX-NFK9-0326-SM-3MJGV	Adipose_Subcutaneous
GTEX-NPJ8-0226-SM-48TBN	Adipose_Subcutaneous
GTEX-O5YT-0226-SM-32PK5	Adipose_Subcutaneous
GTEX-O5YV-0226-SM-48TBY	Adipose_Subcutaneous
GTEX-OHPK-0226-SM-3MJH6	Adipose_Subcutaneous
GTEX-OHPM-0226-SM-3LK61	Adipose_Subcutaneous
GTEX-OHPN-0226-SM-48TBV	Adipose_Subcutaneous
GTEX-OIZF-0226-SM-E9TI3	Adipose_Subcutaneous
GTEX-OIZG-0826-SM-E9TI4	Adipose_Subcutaneous
GTEX-OIZH-0226-SM-2YUMH	Adipose_Subcutaneous
GTEX-OIZI-0226-SM-2XCEE	Adipose_Subcutaneous
GTEX-OOBJ-0226-SM-2YUMM	Adipose_Subcutaneous
GTEX-OOBK-0226-SM-2YUMF	Adipose_Subcutaneous
GTEX-OXRK-0326-SM-3NB3R	Adipose_Subcutaneous
GTEX-OXRL-0226-SM-3NB18	Adipose_Subcutaneous
GTEX-OXRN-0226-SM-2I5EJ	Adipose_Subcutaneous
GTEX-OXRO-0226-SM-3LK6F	Adipose_Subcutaneous
GTEX-OXRP-0226-SM-3NB14	Adipose_Subcutaneous
GTEX-P44G-2326-SM-2XCCZ	Adipose_Subcutaneous
GTEX-P44H-0326-SM-2XCES	Adipose_Subcutaneous
GTEX-P4PP-0226-SM-D4P1Z	Adipose_Subcutaneous
GTEX-P4PQ-0226-SM-2S1NK	Adipose_Subcutaneous
GTEX-P4QS-0226-SM-3NB1U	Adipose_Subcutaneous
GTEX-P4QT-0226-SM-3LK68	Adipose_Subcutaneous
GTEX-P78B-0226-SM-3NB1Z	Adipose_Subcutaneous
GTEX-PLZ4-0226-SM-CYPR1	Adipose_Subcutaneous
GTEX-PLZ5-1826-SM-3NB22	Adipose_Subcutaneous
GTEX-PLZ6-1326-SM-3NB24	Adipose_Subcutaneous
GTEX-POMQ-2326-SM-DHXIS	Adipose_Subcutaneous
GTEX-POYW-0726-SM-2XCEO	Adipose_Subcutaneous
GTEX-PSDG-0326-SM-48TCP	Adipose_Subcutaneous
GTEX-PWCY-1926-SM-3NB25	Adipose_Subcutaneous
GTEX-PWN1-0226-SM-DKPO9	Adipose_Subcutaneous
GTEX-PX3G-0226-SM-DKPOF	Adipose_Subcutaneous
GTEX-Q2AG-0226-SM-2S1P4	Adipose_Subcutaneous
GTEX-Q2AH-1726-SM-DIPDV	Adipose_Subcutaneous
GTEX-Q2AI-1426-SM-2S1P5	Adipose_Subcutaneous
GTEX-Q734-1826-SM-2I3EL	Adipose_Subcutaneous
GTEX-QCQG-1826-SM-2S1P2	Adipose_Subcutaneous
GTEX-QDT8-0226-SM-32PL4	Adipose_Subcutaneous
GTEX-QDVJ-1826-SM-2S1P3	Adipose_Subcutaneous
GTEX-QDVN-2126-SM-33HBS	Adipose_Subcutaneous
GTEX-QEG4-0326-SM-DIPE3	Adipose_Subcutaneous
GTEX-QEG5-0326-SM-2S1PB	Adipose_Subcutaneous
GTEX-QEL4-0326-SM-3GAE5	Adipose_Subcutaneous
GTEX-QESD-1526-SM-2S1QT	Adipose_Subcutaneous
GTEX-QLQ7-1526-SM-2S1QA	Adipose_Subcutaneous
GTEX-QLQW-1226-SM-2S1Q9	Adipose_Subcutaneous
GTEX-QMRM-1726-SM-2S1QG	Adipose_Subcutaneous
GTEX-QV31-1326-SM-2S1QE	Adipose_Subcutaneous
GTEX-QV44-1825-SM-447CF	Adipose_Subcutaneous
GTEX-R3RS-0226-SM-EYYVE	Adipose_Subcutaneous
GTEX-R45C-0226-SM-EVYAJ	Adipose_Subcutaneous
GTEX-R53T-1626-SM-3GAEW	Adipose_Subcutaneous
GTEX-R55C-1626-SM-48FEG	Adipose_Subcutaneous
GTEX-R55D-0326-SM-48FES	Adipose_Subcutaneous
GTEX-R55G-2426-SM-2TC5I	Adipose_Subcutaneous
GTEX-REY6-0326-SM-2TF5A	Adipose_Subcutaneous
GTEX-RM2N-1726-SM-2TF55	Adipose_Subcutaneous
GTEX-RNOR-0226-SM-EZ6MF	Adipose_Subcutaneous
GTEX-RTLS-0226-SM-2TF5E	Adipose_Subcutaneous
GTEX-RU72-1026-SM-46MUG	Adipose_Subcutaneous
GTEX-RUSQ-1626-SM-EZ6L4	Adipose_Subcutaneous
GTEX-RVPV-1526-SM-EXOHF	Adipose_Subcutaneous
GTEX-RWSA-0226-SM-2XCBA	Adipose_Subcutaneous
GTEX-S32W-2226-SM-2XCAY	Adipose_Subcutaneous
GTEX-S33H-1126-SM-2XCB6	Adipose_Subcutaneous
GTEX-S4P3-1526-SM-E9J3W	Adipose_Subcutaneous
GTEX-S7SE-0226-SM-2XCD4	Adipose_Subcutaneous
GTEX-S95S-1326-SM-2XCDK	Adipose_Subcutaneous
GTEX-SIU8-0226-SM-2XCDS	Adipose_Subcutaneous
GTEX-SJXC-0226-SM-2XCDU	Adipose_Subcutaneous
GTEX-SN8G-0226-SM-4DM6B	Adipose_Subcutaneous
GTEX-SNMC-1326-SM-2XCFK	Adipose_Subcutaneous
GTEX-SNOS-1426-SM-32PLY	Adipose_Subcutaneous
GTEX-SSA3-0226-SM-32QPN	Adipose_Subcutaneous
GTEX-SUCS-1826-SM-32PM1	Adipose_Subcutaneous
GTEX-T2IS-0226-SM-32QPH	Adipose_Subcutaneous
GTEX-T5JC-0526-SM-32PM7	Adipose_Subcutaneous
GTEX-T5JW-1726-SM-3GADN	Adipose_Subcutaneous
GTEX-T6MN-0226-SM-32PMD	Adipose_Subcutaneous
GTEX-T6MO-1726-SM-33HB8	Adipose_Subcutaneous
GTEX-T8EM-1126-SM-3DB7D	Adipose_Subcutaneous
GTEX-TKQ1-1126-SM-4GIAZ	Adipose_Subcutaneous
GTEX-TML8-2026-SM-32QOP	Adipose_Subcutaneous
GTEX-TMZS-0226-SM-3DB9N	Adipose_Subcutaneous
GTEX-TSE9-0226-SM-3DB84	Adipose_Subcutaneous
GTEX-U3ZM-1026-SM-EZ6LD	Adipose_Subcutaneous
GTEX-U3ZN-2626-SM-3DB7T	Adipose_Subcutaneous
GTEX-U412-0526-SM-3DB9I	Adipose_Subcutaneous
GTEX-U4B1-1726-SM-3DB9F	Adipose_Subcutaneous
GTEX-U8XE-0426-SM-3DB91	Adipose_Subcutaneous
GTEX-UJHI-1626-SM-3DB9A	Adipose_Subcutaneous
GTEX-UTHO-0426-SM-CE6QU	Adipose_Subcutaneous
GTEX-VJWN-0226-SM-EZ6LF	Adipose_Subcutaneous
GTEX-VJYA-1326-SM-3GIJC	Adipose_Subcutaneous
GTEX-VUSG-2426-SM-4KKZG	Adipose_Subcutaneous
GTEX-VUSH-0226-SM-EXUQV	Adipose_Subcutaneous
GTEX-W5WG-2526-SM-4SOJ2	Adipose_Subcutaneous
GTEX-W5X1-2626-SM-4LMI8	Adipose_Subcutaneous
GTEX-WEY5-1926-SM-3GIL8	Adipose_Subcutaneous
GTEX-WFG7-2526-SM-EWRM5	Adipose_Subcutaneous
GTEX-WFG8-2326-SM-DIPDX	Adipose_Subcutaneous
GTEX-WFJO-1926-SM-3GILA	Adipose_Subcutaneous
GTEX-WFON-2226-SM-3TW8W	Adipose_Subcutaneous
GTEX-WH7G-2226-SM-3NMBN	Adipose_Subcutaneous
GTEX-WHPG-2126-SM-4M1ZM	Adipose_Subcutaneous
GTEX-WI4N-1126-SM-3LK7Q	Adipose_Subcutaneous
GTEX-WL46-0326-SM-3LK6Y	Adipose_Subcutaneous
GTEX-WVJS-0226-SM-4MVOU	Adipose_Subcutaneous
GTEX-WVLH-0226-SM-3MJG6	Adipose_Subcutaneous
GTEX-WY7C-2426-SM-3NB2V	Adipose_Subcutaneous
GTEX-WYJK-0226-SM-EYYV8	Adipose_Subcutaneous
GTEX-X15G-2326-SM-4PQZS	Adipose_Subcutaneous
GTEX-X261-0226-SM-3NMD2	Adipose_Subcutaneous
GTEX-X4EO-0426-SM-4QASA	Adipose_Subcutaneous
GTEX-X4LF-1726-SM-3NMBZ	Adipose_Subcutaneous
GTEX-X4XY-0326-SM-46MVZ	Adipose_Subcutaneous
GTEX-X5EB-2426-SM-4E3HX	Adipose_Subcutaneous
GTEX-X638-0226-SM-47JZ9	Adipose_Subcutaneous
GTEX-X88G-0226-SM-4GIE4	Adipose_Subcutaneous
GTEX-X8HC-0226-SM-4E3K1	Adipose_Subcutaneous
GTEX-XAJ8-0926-SM-47JXZ	Adipose_Subcutaneous
GTEX-XBEC-0326-SM-4AT4M	Adipose_Subcutaneous
GTEX-XBED-2326-SM-47JYR	Adipose_Subcutaneous
GTEX-XBEW-0726-SM-4QARX	Adipose_Subcutaneous
GTEX-XGQ4-2226-SM-4AT4Y	Adipose_Subcutaneous
GTEX-XK95-0426-SM-4AT4R	Adipose_Subcutaneous
GTEX-XLM4-0226-SM-4AT4N	Adipose_Subcutaneous
GTEX-XMD2-0226-SM-4WWEE	Adipose_Subcutaneous
GTEX-XMK1-2226-SM-4B673	Adipose_Subcutaneous
GTEX-XOT4-0226-SM-4B66Z	Adipose_Subcutaneous
GTEX-XPVG-2726-SM-4B66W	Adipose_Subcutaneous
GTEX-XQ3S-1626-SM-4WAYN	Adipose_Subcutaneous
GTEX-XQ8I-0526-SM-4BOPS	Adipose_Subcutaneous
GTEX-XUW1-0526-SM-4BOP3	Adipose_Subcutaneous
GTEX-XUYS-0226-SM-47JX1	Adipose_Subcutaneous
GTEX-XUZC-1826-SM-4BRVO	Adipose_Subcutaneous
GTEX-XV7Q-2626-SM-4BRVA	Adipose_Subcutaneous
GTEX-XXEK-2426-SM-4BRUS	Adipose_Subcutaneous
GTEX-XYKS-2726-SM-4E3IC	Adipose_Subcutaneous
GTEX-Y111-0226-SM-4SOIW	Adipose_Subcutaneous
GTEX-Y114-2326-SM-4TT7X	Adipose_Subcutaneous
GTEX-Y3I4-2226-SM-4TT7O	Adipose_Subcutaneous
GTEX-Y3IK-2526-SM-4WWDM	Adipose_Subcutaneous
GTEX-Y5V5-2426-SM-5IFJA	Adipose_Subcutaneous
GTEX-Y5V6-2526-SM-5IFJV	Adipose_Subcutaneous
GTEX-Y8E4-0726-SM-4WWFN	Adipose_Subcutaneous
GTEX-Y8E5-0226-SM-57WCM	Adipose_Subcutaneous
GTEX-Y8LW-1926-SM-4WWFZ	Adipose_Subcutaneous
GTEX-Y9LG-2026-SM-62LFS	Adipose_Subcutaneous
GTEX-YB5E-2126-SM-5IFI7	Adipose_Subcutaneous
GTEX-YB5K-2226-SM-4WWG1	Adipose_Subcutaneous
GTEX-YEC3-1226-SM-5IFI8	Adipose_Subcutaneous
GTEX-YEC4-2426-SM-57WFO	Adipose_Subcutaneous
GTEX-YECK-0226-SM-4W215	Adipose_Subcutaneous
GTEX-YF7O-2426-SM-5IFJL	Adipose_Subcutaneous
GTEX-YFC4-0226-SM-57WD2	Adipose_Subcutaneous
GTEX-YFCO-2026-SM-4W21Q	Adipose_Subcutaneous
GTEX-YJ89-0226-SM-4TT3Y	Adipose_Subcutaneous
GTEX-YJ8A-0526-SM-5IFHT	Adipose_Subcutaneous
GTEX-YJ8O-2426-SM-5HL7S	Adipose_Subcutaneous
GTEX-Z93S-0226-SM-5HL7R	Adipose_Subcutaneous
GTEX-Z93T-0226-SM-5HL5Z	Adipose_Subcutaneous
GTEX-Z9EW-1826-SM-5CVMA	Adipose_Subcutaneous
GTEX-ZAJG-0226-SM-5HL81	Adipose_Subcutaneous
GTEX-ZAK1-0226-SM-5CVMX	Adipose_Subcutaneous
GTEX-ZC5H-0126-SM-4WAYL	Adipose_Subcutaneous
GTEX-ZDTS-0226-SM-5HL7Q	Adipose_Subcutaneous
GTEX-ZDTT-2626-SM-5S2OP	Adipose_Subcutaneous
GTEX-ZDXO-2426-SM-5S2NJ	Adipose_Subcutaneous
GTEX-ZDYS-2126-SM-5S2P2	Adipose_Subcutaneous
GTEX-ZE7O-0226-SM-5S2N1	Adipose_Subcutaneous
GTEX-ZE9C-2826-SM-5S2MO	Adipose_Subcutaneous
GTEX-ZEX8-2326-SM-5S2MN	Adipose_Subcutaneous
GTEX-ZF28-0226-SM-5S2OE	Adipose_Subcutaneous
GTEX-ZF29-2226-SM-4WWB9	Adipose_Subcutaneous
GTEX-ZF3C-0226-SM-4WWB3	Adipose_Subcutaneous
GTEX-ZGAY-0626-SM-DO92E	Adipose_Subcutaneous
GTEX-ZLFU-2626-SM-DO91L	Adipose_Subcutaneous
GTEX-ZLV1-1826-SM-5FQU5	Adipose_Subcutaneous
GTEX-ZLWG-2226-SM-DO92V	Adipose_Subcutaneous
GTEX-ZP4G-2326-SM-57WEM	Adipose_Subcutaneous
GTEX-ZPCL-2126-SM-57WFZ	Adipose_Subcutaneous
GTEX-ZPIC-1826-SM-57WFE	Adipose_Subcutaneous
GTEX-ZPU1-2426-SM-4WWFM	Adipose_Subcutaneous
GTEX-ZQG8-1526-SM-5HL65	Adipose_Subcutaneous
GTEX-ZT9X-1926-SM-57WE7	Adipose_Subcutaneous
GTEX-ZTPG-0226-SM-5O99I	Adipose_Subcutaneous
GTEX-ZTSS-2026-SM-5987K	Adipose_Subcutaneous
GTEX-ZTX8-1526-SM-5N9GI	Adipose_Subcutaneous
GTEX-ZUA1-0226-SM-5NQ9Q	Adipose_Subcutaneous
GTEX-ZV68-0226-SM-59HJF	Adipose_Subcutaneous
GTEX-ZVE2-0326-SM-57WFC	Adipose_Subcutaneous
GTEX-ZVP2-1826-SM-5GU62	Adipose_Subcutaneous
GTEX-ZVT2-2226-SM-5NQ6P	Adipose_Subcutaneous
GTEX-ZVT4-0226-SM-51MSD	Adipose_Subcutaneous
GTEX-ZVTK-0526-SM-5GZWT	Adipose_Subcutaneous
GTEX-ZVZO-0226-SM-5A5LA	Adipose_Subcutaneous
GTEX-ZVZP-2326-SM-59HL4	Adipose_Subcutaneous
GTEX-ZXES-2026-SM-5NQ6R	Adipose_Subcutaneous
GTEX-ZXG5-0226-SM-59HJI	Adipose_Subcutaneous
GTEX-ZYFC-0326-SM-5NQ7H	Adipose_Subcutaneous
GTEX-ZYFD-0226-SM-5NQ86	Adipose_Subcutaneous
GTEX-ZYT6-0326-SM-7LG5R	Adipose_Subcutaneous
GTEX-ZYVF-0226-SM-5GIEG	Adipose_Subcutaneous
GTEX-ZYW4-0226-SM-5E44M	Adipose_Subcutaneous
GTEX-ZYY3-0226-SM-5E45M	Adipose_Subcutaneous
GTEX-ZZ64-1626-SM-5E43W	Adipose_Subcutaneous
GTEX-ZZPU-2726-SM-5NQ8O	Adipose_Subcutaneous
GTEX-11DXY-0526-SM-5EGGQ	Liver
GTEX-11DXZ-0126-SM-5EGGY	Liver
GTEX-11EQ9-0526-SM-5A5JZ	Liver
GTEX-11GSP-0626-SM-5986T	Liver
GTEX-11NUK-1226-SM-5P9GM	Liver
GTEX-11NV4-1326-SM-5HL6V	Liver
GTEX-11OF3-0726-SM-5BC4Z	Liver
GTEX-11TT1-1726-SM-5EQLJ	Liver
GTEX-11TUW-1726-SM-5BC5C	Liver
GTEX-11WQC-0726-SM-5EQMR	Liver
GTEX-11ZTS-1426-SM-5EQMM	Liver
GTEX-11ZUS-2526-SM-59872	Liver
GTEX-11ZVC-0726-SM-5FQT9	Liver
GTEX-1212Z-0226-SM-59HLF	Liver
GTEX-12696-0826-SM-5EGGE	Liver
GTEX-1269C-0626-SM-5FQSS	Liver
GTEX-12KS4-1326-SM-5LUB3	Liver
GTEX-12WSD-1426-SM-5GCN9	Liver
GTEX-12WSG-0626-SM-5FQTQ	Liver
GTEX-12WSI-0226-SM-5GCNA	Liver
GTEX-12WSL-0226-SM-5CVMJ	Liver
GTEX-12WSM-0726-SM-5GCOW	Liver
GTEX-12ZZZ-1326-SM-59HKW	Liver
GTEX-13112-1426-SM-5EGH8	Liver
GTEX-13113-1326-SM-5GCOI	Liver
GTEX-131XE-0326-SM-5LZVO	Liver
GTEX-131XH-0626-SM-5LZWH	Liver
GTEX-131YS-1626-SM-5HL6C	Liver
GTEX-132AR-0426-SM-5IFH8	Liver
GTEX-132NY-0926-SM-5P9G3	Liver
GTEX-1399R-1226-SM-5P9GF	Liver
GTEX-1399T-0826-SM-5IFES	Liver
GTEX-139TS-1426-SM-5IFJD	Liver
GTEX-139TU-0826-SM-5IJFG	Liver
GTEX-139YR-0226-SM-5IFEM	Liver
GTEX-13FLV-0326-SM-5N9DJ	Liver
GTEX-13FTW-1126-SM-5J2NV	Liver
GTEX-13FTZ-0726-SM-5IFFY	Liver
GTEX-13N11-0926-SM-5IJG2	Liver
GTEX-13N2G-0926-SM-5IFGJ	Liver
GTEX-13NYB-1026-SM-5IFH3	Liver
GTEX-13NZ9-1326-SM-5MR3V	Liver
GTEX-13NZB-0626-SM-5IFH6	Liver
GTEX-13O1R-2026-SM-5KM3N	Liver
GTEX-13O3O-1826-SM-5IFGW	Liver
GTEX-13OW6-2626-SM-5IFF2	Liver
GTEX-13PVQ-1526-SM-5IFEQ	Liver
GTEX-13PVR-0126-SM-5S2PY	Liver
GTEX-13QJC-0726-SM-5RQJK	Liver
GTEX-13SLX-1226-SM-5S2Q6	Liver
GTEX-13VXU-0926-SM-5IFFH	Liver
GTEX-13X6J-1826-SM-5TDCT	Liver
GTEX-144GL-1426-SM-79OMA	Liver
GTEX-144GM-1326-SM-5LU5E	Liver
GTEX-145LU-1326-SM-5LU9N	Liver
GTEX-145MF-0826-SM-5QGQA	Liver
GTEX-145MO-2326-SM-5NQ9K	Liver
GTEX-146FH-1526-SM-5NQBU	Liver
GTEX-14753-1626-SM-5NQ9L	Liver
GTEX-147F4-1426-SM-5LUA8	Liver
GTEX-147GR-1326-SM-7IGLB	Liver
GTEX-147JS-1126-SM-5RQIW	Liver
GTEX-148VI-0626-SM-5TDDH	Liver
GTEX-1497J-0726-SM-5Q5D1	Liver
GTEX-14A5I-1726-SM-5QGQ5	Liver
GTEX-14AS3-0126-SM-5Q5F4	Liver
GTEX-14BIL-1326-SM-79OMR	Liver
GTEX-14C38-1526-SM-5RQJ7	Liver
GTEX-14DAQ-1726-SM-5S2R2	Liver
GTEX-14E1K-0326-SM-5S2PE	Liver
GTEX-14E7W-1526-SM-6871X	Liver
GTEX-14JG1-1626-SM-664NH	Liver
GTEX-14PHX-0526-SM-664NW	Liver
GTEX-14PJO-1726-SM-68719	Liver
GTEX-14XAO-0226-SM-68728	Liver
GTEX-15DYW-1326-SM-6LPIV	Liver
GTEX-15ER7-1826-SM-6LLI7	Liver
GTEX-15RJ7-2026-SM-6LPJ4	Liver
GTEX-15RJE-1126-SM-6LPI5	Liver
GTEX-15SHU-1826-SM-7KUKS	Liver
GTEX-15SZO-1226-SM-6LPIP	Liver
GTEX-17EVP-1026-SM-7IGOZ	Liver
GTEX-17F96-1226-SM-79OK2	Liver
GTEX-17HGU-1826-SM-7IGQM	Liver
GTEX-17HHE-0126-SM-79398	Liver
GTEX-17HII-1026-SM-7IGLY	Liver
GTEX-17MF6-1126-SM-7DUFS	Liver
GTEX-18465-1626-SM-7LG6N	Liver
GTEX-18A66-2026-SM-7189C	Liver
GTEX-18A6Q-2026-SM-718AQ	Liver
GTEX-18A7A-1526-SM-72D69	Liver
GTEX-18D9B-1526-SM-7KFRK	Liver
GTEX-1A32A-0826-SM-72D5C	Liver
GTEX-1A8FM-1226-SM-7IGMD	Liver
GTEX-1A8G7-1126-SM-731ED	Liver
GTEX-1AMFI-0826-SM-731DV	Liver
GTEX-1AX8Z-1026-SM-7189R	Liver
GTEX-1AX9I-1626-SM-72D5D	Liver
GTEX-1B8L1-0726-SM-7P8RT	Liver
GTEX-1B8SG-1326-SM-79ONT	Liver
GTEX-1B932-1426-SM-793AN	Liver
GTEX-1B933-1226-SM-731DW	Liver
GTEX-1B996-1426-SM-7EPIA	Liver
GTEX-1BAJH-1526-SM-7RHGI	Liver
GTEX-1C6VQ-1626-SM-79OO1	Liver
GTEX-1CAMQ-1426-SM-7MKFL	Liver
GTEX-1CB4F-1726-SM-7MGXH	Liver
GTEX-1CB4J-0726-SM-7IGN8	Liver
GTEX-1E2YA-1226-SM-7MGY3	Liver
GTEX-1EH9U-1126-SM-7IGLU	Liver
GTEX-1EKGG-1226-SM-7IGNO	Liver
GTEX-1EN7A-2026-SM-7MGY4	Liver
GTEX-1EWIQ-0726-SM-7MKFW	Liver
GTEX-1F75A-1626-SM-9JGGT	Liver
GTEX-1GF9V-1226-SM-7MKGY	Liver
GTEX-1GF9W-0826-SM-7MKHI	Liver
GTEX-1GF9X-0426-SM-7MKHN	Liver
GTEX-1GN1U-0926-SM-9WPPY	Liver
GTEX-1GN2E-0926-SM-9WPOH	Liver
GTEX-1GN73-1126-SM-9OSW5	Liver
GTEX-1GZ4I-1526-SM-9OSW9	Liver
GTEX-1H11D-0826-SM-9OSWB	Liver
GTEX-1HB9E-0626-SM-AHZ4K	Liver
GTEX-1HBPH-2626-SM-A96TV	Liver
GTEX-1HBPI-1026-SM-AHZ4N	Liver
GTEX-1HCU7-1726-SM-B2LX9	Liver
GTEX-1HCVE-1526-SM-B2LWW	Liver
GTEX-1HT8W-0826-SM-C1YRJ	Liver
GTEX-1I1GR-1526-SM-CNNQE	Liver
GTEX-1I1HK-1126-SM-AHZ2L	Liver
GTEX-1ICG6-1026-SM-B2LY6	Liver
GTEX-1ICLY-1526-SM-C1YS4	Liver
GTEX-1IKJJ-1526-SM-C1YSC	Liver
GTEX-1IKK5-0326-SM-C1YPY	Liver
GTEX-1J8EW-1626-SM-C1YQ8	Liver
GTEX-1JJ6O-0826-SM-CXZJL	Liver
GTEX-1JJEA-1526-SM-CNNPK	Liver
GTEX-1JMLX-1326-SM-CXZJO	Liver
GTEX-1K9T9-0726-SM-CXZJZ	Liver
GTEX-1KAFJ-0726-SM-CXZKF	Liver
GTEX-1KANB-2226-SM-DHXJW	Liver
GTEX-1KD4Q-1526-SM-D4P3L	Liver
GTEX-1KD5A-1226-SM-CXZK7	Liver
GTEX-1KWVE-0326-SM-EV7AF	Liver
GTEX-1LGRB-0626-SM-CNNQH	Liver
GTEX-1LH75-0926-SM-EAZ5C	Liver
GTEX-1MJIX-0726-SM-DPRYP	Liver
GTEX-1NV8Z-1626-SM-DPRYT	Liver
GTEX-1PBJJ-0626-SM-DPRYO	Liver
GTEX-1PIIG-1326-SM-EXOIR	Liver
GTEX-1QCLZ-1226-SM-EAZ49	Liver
GTEX-1QP66-0226-SM-DPRXS	Liver
GTEX-1QP6S-1326-SM-DPRZ8	Liver
GTEX-1QPFJ-1126-SM-E9U5V	Liver
GTEX-1R9JW-0826-SM-DPRZJ	Liver
GTEX-1RQEC-1126-SM-EAZ5E	Liver
GTEX-1S5VW-1826-SM-EAZ53	Liver
GTEX-1S82Y-1026-SM-EV7BJ	Liver
GTEX-O5YT-0826-SM-3TW8N	Liver
GTEX-O5YV-0726-SM-EV798	Liver
GTEX-OIZF-0826-SM-3MJGO	Liver
GTEX-OOBJ-0826-SM-3NB2K	Liver
GTEX-P44G-1126-SM-3NM9D	Liver
GTEX-P78B-1326-SM-3P611	Liver
GTEX-PX3G-0826-SM-48TZS	Liver
GTEX-Q2AG-1126-SM-48U1P	Liver
GTEX-Q734-0326-SM-48U15	Liver
GTEX-QDVN-0826-SM-48TZ2	Liver
GTEX-QEG4-1826-SM-CKZN9	Liver
GTEX-QEL4-1226-SM-447A4	Liver
GTEX-QESD-2026-SM-447BI	Liver
GTEX-QV44-0326-SM-C1YQX	Liver
GTEX-R53T-0326-SM-48FEC	Liver
GTEX-REY6-1226-SM-48FDR	Liver
GTEX-RM2N-1926-SM-48FCU	Liver
GTEX-RN64-1826-SM-48FDV	Liver
GTEX-RNOR-1426-SM-48FDJ	Liver
GTEX-RTLS-1326-SM-46MUN	Liver
